2
Dumping Log 2,    start pg 3,   end pg 57
id    longitude    latitude    altitude    pitch    roll    yaw
434    109.3863100    23.7197440    513.1300    5.34    3.57    178.29
435    109.3865900    23.7193510    513.7500    2.28    2.89    163.43
436    109.3868400    23.7189520    512.2600    2.47    -7.41    169.00
437    109.3871200    23.7185380    510.5400    0.70    3.92    167.28
438    109.3873400    23.7181130    510.6900    1.88    -5.34    167.27
439    109.3876000    23.7177450    511.5800    2.47    5.52    167.62
440    109.3878400    23.7173390    511.6400    2.11    -8.57    166.82
441    109.3881000    23.7169490    515.0600    3.84    4.65    165.87
442    109.3883500    23.7165600    516.2900    3.25    -1.44    166.62
443    109.3886200    23.7161750    520.6800    2.24    -2.36    158.60
444    109.3888600    23.7157690    519.3400    2.84    -0.04    163.09
445    109.3891100    23.7153760    522.0000    1.23    -2.64    162.39
446    109.3894100    23.7150040    519.8200    0.99    4.23    161.18
447    109.3896600    23.7146070    517.8900    1.54    -7.77    164.32
448    109.3899200    23.7142220    514.3200    1.67    5.65    167.96
449    109.3902000    23.7138210    511.6800    5.41    6.83    181.42
450    109.3904300    23.7134230    512.1800    -0.10    -2.61    161.46
451    109.3906800    23.7130240    510.5000    2.23    -8.19    162.77
452    109.3909500    23.7126180    504.9400    1.81    -7.37    162.22
453    109.3912200    23.7122230    504.5000    4.73    -1.45    164.88
454    109.3914600    23.7118110    514.2300    1.46    -0.83    154.65
455    109.3917300    23.7114260    516.9900    7.46    3.54    184.50
456    109.3919800    23.7110270    519.7800    3.46    6.75    169.11
457    109.3922600    23.7106460    521.8600    3.17    3.56    172.39
458    109.3924900    23.7102360    522.3000    4.46    1.76    172.63
459    109.3927300    23.7098430    521.8500    3.75    2.33    172.60
460    109.3929800    23.7094590    521.0700    1.76    2.39    165.34
461    109.3932600    23.7090590    519.7000    2.07    3.39    161.98
462    109.3935100    23.7086730    515.7500    4.88    2.43    178.21
463    109.3937400    23.7082630    513.0300    0.45    -0.97    157.83
464    109.3946000    23.7088680    508.1300    2.26    -1.35    336.98
465    109.3943400    23.7092990    506.2800    3.02    3.26    334.21
466    109.3941100    23.7097000    505.9300    3.26    -6.50    311.62
467    109.3938800    23.7100960    505.3600    6.60    -2.50    322.66
468    109.3936200    23.7105260    505.8400    7.61    1.67    329.67
469    109.3933600    23.7109360    506.4400    10.77    3.50    334.67
470    109.3931000    23.7113300    508.0700    4.62    1.06    323.26
471    109.3928600    23.7117270    509.0400    2.09    -0.93    303.11
472    109.3926200    23.7121240    509.6400    5.01    -12.57    307.44
473    109.3923600    23.7125510    509.3500    4.27    -6.67    315.40
474    109.3920700    23.7129590    509.7500    9.01    1.11    327.78
475    109.3918100    23.7133560    510.3500    8.67    4.37    334.18
476    109.3915600    23.7137600    509.5000    7.55    -1.31    330.70
477    109.3912800    23.7141670    509.1900    4.26    -3.50    322.61
478    109.3910300    23.7145750    508.4700    0.08    -3.60    312.54
479    109.3907500    23.7150310    509.5300    4.07    -6.97    307.41
480    109.3905000    23.7154120    510.6900    3.09    -8.69    297.90
481    109.3902400    23.7158240    510.4900    2.26    -9.80    313.04
482    109.3899800    23.7162440    510.8600    4.58    -3.96    321.03
483    109.3897100    23.7166540    512.1400    6.96    -0.54    327.68
484    109.3894400    23.7170600    513.5600    8.52    4.20    333.80
485    109.3891800    23.7174740    515.2100    4.71    -10.52    319.93
486    109.3889000    23.7178800    514.5400    -0.35    -6.55    310.24
487    109.3886300    23.7182920    514.0200    1.33    -6.93    300.59
488    109.3883700    23.7187180    513.4100    0.51    -11.44    299.26
489    109.3881100    23.7191100    512.8400    0.32    -8.75    308.86
490    109.3878600    23.7195000    513.6100    7.68    -0.53    325.80
491    109.3876300    23.7199130    515.5400    2.34    -21.80    313.92
492    109.3873300    23.7202760    515.3800    6.83    3.60    327.08
493    109.3870300    23.7206630    514.3000    0.76    -0.21    324.22
494    109.3867800    23.7210880    514.1700    1.41    -7.92    316.71
495    109.3865200    23.7214980    514.7800    1.82    -2.76    301.53
496    109.3862500    23.7219100    515.1000    1.55    -11.14    302.23
497    109.3859900    23.7223300    514.5900    2.52    -10.77    317.89
498    109.3857500    23.7227460    512.6800    3.06    -10.60    316.41
499    109.3854600    23.7231350    509.9600    5.82    9.75    329.89
500    109.3851900    23.7235430    511.9100    6.76    -9.36    328.18
501    109.3849000    23.7239320    511.0900    -0.48    2.01    318.16
502    109.3846100    23.7243290    509.3400    -1.93    1.92    308.00
503    109.3843300    23.7247490    507.4500    -0.23    -9.85    312.77
504    109.3840600    23.7251260    507.7500    2.93    -0.15    303.45
505    109.3837700    23.7255170    510.4600    5.66    2.07    331.86
506    109.3835000    23.7259370    511.4200    5.44    2.53    338.47
507    109.3832500    23.7263430    511.6300    5.50    0.69    340.08
508    109.3829900    23.7267550    511.8800    6.70    -5.02    340.47
509    109.3827200    23.7271750    511.5700    -1.03    -3.76    316.71
510    109.3824500    23.7276290    510.7800    0.48    -13.27    313.79
511    109.3822100    23.7280060    510.0500    0.25    -7.73    301.05
512    109.3819300    23.7284150    509.4800    3.12    -8.93    315.39
513    109.3816800    23.7288320    508.8300    1.11    -15.80    323.70
514    109.3814000    23.7292400    508.0900    3.87    -4.17    321.68
515    109.3825800    23.7295070    509.6500    5.63    -7.26    168.45
516    109.3828200    23.7291160    509.4100    1.31    7.85    156.02
517    109.3831200    23.7287290    509.2800    0.60    -9.52    160.96
518    109.3833800    23.7283360    509.9600    0.74    1.59    160.69
519    109.3836300    23.7279220    513.7100    2.86    -5.15    163.41
520    109.3839300    23.7275330    515.0300    3.18    2.15    159.65
521    109.3841800    23.7271540    517.9800    3.79    0.30    167.16
522    109.3844600    23.7267800    518.3800    3.92    1.51    178.68
523    109.3846900    23.7263810    518.2000    0.86    3.01    165.11
524    109.3849300    23.7259850    518.8000    4.04    -7.06    169.67
525    109.3851900    23.7255780    519.1800    -0.54    0.99    156.51
526    109.3854800    23.7251910    517.5100    1.76    -6.06    163.65
527    109.3857500    23.7248040    512.4800    1.86    4.10    167.73
528    109.3860100    23.7243860    509.9300    4.56    -1.50    174.85
529    109.3862500    23.7240200    505.5800    2.31    7.51    168.33
530    109.3864800    23.7236100    504.0500    3.21    -4.75    165.65
531    109.3867500    23.7232150    503.4200    4.87    -6.76    152.39
532    109.3870200    23.7228110    505.7100    7.77    0.94    169.71
533    109.3872900    23.7224100    509.4500    3.47    -10.61    152.44
534    109.3876000    23.7220500    508.2400    1.32    13.58    160.07
535    109.3878200    23.7216420    511.8900    6.95    -9.83    168.47
536    109.3880700    23.7212300    513.1800    2.02    7.91    159.29
537    109.3883100    23.7208290    515.2200    5.42    -1.75    174.36
538    109.3885800    23.7204380    512.8700    1.21    -2.85    161.32
539    109.3888400    23.7200490    510.9200    1.78    -2.08    156.15
540    109.3890900    23.7196500    508.4400    6.00    2.42    175.11
541    109.3893500    23.7192400    506.2300    3.54    3.13    170.14
542    109.3895800    23.7188430    506.7700    6.11    -5.10    170.73
543    109.3898400    23.7184510    505.1400    3.03    -1.14    161.24
544    109.3900800    23.7180630    507.1600    8.29    2.33    170.01
545    109.3903900    23.7176840    509.2000    4.60    4.96    165.67
546    109.3906300    23.7172830    511.9900    2.33    -6.02    156.77
547    109.3908800    23.7168960    510.9000    4.41    -1.07    167.11
548    109.3911100    23.7164990    511.4400    0.57    -1.79    159.23
549    109.3913900    23.7161100    514.3200    5.67    3.05    178.59
550    109.3916700    23.7157290    511.9200    4.36    5.54    172.11
551    109.3919100    23.7153380    511.8400    4.01    -0.55    169.16
552    109.3921800    23.7149370    508.0400    2.13    -0.35    166.24
553    109.3924300    23.7145270    506.2500    1.71    -5.16    160.67
554    109.3926900    23.7141280    504.0600    2.85    -0.76    158.97
555    109.3929400    23.7137260    506.0600    8.08    0.67    172.17
556    109.3932200    23.7133520    508.5700    5.67    7.44    170.60
557    109.3934500    23.7129550    511.3500    4.22    -0.35    169.92
558    109.3937300    23.7125780    509.5500    0.74    -6.26    156.39
559    109.3940000    23.7121870    507.7100    6.83    4.81    174.66
560    109.3942100    23.7117650    510.0400    7.04    -8.28    170.71
561    109.3944700    23.7113800    511.1100    2.46    4.83    158.74
562    109.3947100    23.7109720    512.9500    2.64    -9.40    161.86
563    109.3950000    23.7106090    510.3000    1.72    2.31    163.53
564    109.3952000    23.7101840    513.5300    0.23    -12.92    153.58
565    109.3954700    23.7097930    514.3800    1.14    -1.36    162.38
566    109.3957200    23.7093910    516.0800    0.74    -0.04    147.14
567    109.3966000    23.7101140    506.3200    -4.59    -5.50    316.28
568    109.3963200    23.7105810    504.4600    3.02    -5.98    314.03
569    109.3960600    23.7109580    504.6400    -0.18    -4.47    309.49
570    109.3958100    23.7113400    505.7000    7.57    2.53    334.08
571    109.3955500    23.7117310    509.6000    4.20    -0.19    328.61
572    109.3952800    23.7121350    512.7500    0.93    -4.79    305.26
573    109.3950200    23.7125130    511.9100    -0.42    -2.58    311.77
574    109.3947500    23.7129080    510.8700    2.12    1.61    323.69
575    109.3945100    23.7133050    509.4800    6.79    2.91    337.58
576    109.3942400    23.7137200    508.8600    2.43    1.93    326.89
577    109.3939600    23.7141150    507.8200    0.75    5.55    311.23
578    109.3936900    23.7145330    507.8800    2.12    -6.80    309.64
579    109.3934300    23.7149430    508.2800    3.48    -0.28    306.16
580    109.3931800    23.7153470    506.4200    3.27    -2.29    314.12
581    109.3929400    23.7157670    503.6200    3.02    -9.01    317.31
582    109.3926800    23.7161640    501.9400    9.94    -4.11    330.63
583    109.3924100    23.7165680    502.2400    8.83    1.53    331.79
584    109.3921400    23.7169760    504.9900    7.77    2.96    327.66
585    109.3918700    23.7173770    507.8800    2.48    -0.22    310.95
586    109.3916000    23.7177940    510.2700    1.62    -0.52    301.87
587    109.3913500    23.7182040    509.7600    3.58    0.69    302.19
588    109.3910800    23.7186300    507.8800    3.16    -5.91    297.65
589    109.3908400    23.7190190    507.5800    5.57    -3.17    310.65
590    109.3905600    23.7194330    508.3200    5.83    3.10    315.62
591    109.3903000    23.7198620    507.7400    5.90    -7.60    324.32
592    109.3900500    23.7202910    508.7400    7.21    -6.09    326.15
593    109.3897300    23.7206880    508.4800    2.48    9.76    305.27
594    109.3894100    23.7211210    509.7000    4.24    2.35    305.45
595    109.3891700    23.7215520    510.2300    1.68    -8.97    314.42
596    109.3889300    23.7219430    509.7000    3.08    -3.88    312.20
597    109.3886300    23.7223450    508.2300    6.16    5.20    326.07
598    109.3883500    23.7227590    507.4000    8.62    7.73    338.89
599    109.3881000    23.7231850    506.9700    5.55    -1.55    330.30
600    109.3878400    23.7236080    506.2800    1.64    0.19    313.21
601    109.3875700    23.7240310    505.9000    3.96    -4.54    303.15
602    109.3873100    23.7244470    507.2200    3.61    -10.47    309.16
603    109.3870500    23.7248310    508.9600    3.61    -2.36    293.46
604    109.3867600    23.7252040    509.5200    3.71    5.42    300.64
605    109.3864800    23.7255840    510.1400    5.45    4.69    314.72
606    109.3862700    23.7259900    510.2300    4.40    -7.17    325.60
607    109.3860500    23.7264020    509.6800    7.95    -5.56    330.61
608    109.3858000    23.7267910    508.2600    5.49    -1.73    324.50
609    109.3855400    23.7271900    506.5600    -0.09    -3.52    313.79
610    109.3852500    23.7276060    505.5200    4.97    -2.86    298.84
611    109.3849900    23.7280290    507.9200    5.28    -17.05    307.03
612    109.3847200    23.7284390    509.2900    6.59    -7.15    320.10
613    109.3844400    23.7288360    509.3600    8.53    2.22    328.72
614    109.3841600    23.7292390    510.3400    7.80    -0.21    331.11
615    109.3839000    23.7296390    511.6100    5.85    -3.29    329.09
616    109.3836400    23.7300420    513.4400    2.68    -10.57    315.05
617    109.3833800    23.7304270    512.7400    -0.40    -12.57    300.69
618    109.3846300    23.7306940    512.2200    5.77    19.78    171.10
619    109.3848700    23.7302680    511.0800    2.58    -5.24    167.82
620    109.3851400    23.7299040    509.2600    2.55    5.50    167.53
621    109.3854000    23.7294980    507.0500    0.83    -7.00    154.11
622    109.3856700    23.7291030    505.4600    6.84    -3.94    166.39
623    109.3859100    23.7286970    509.9900    4.35    0.11    164.35
624    109.3861900    23.7283190    509.8300    5.55    2.96    174.96
625    109.3864400    23.7279210    507.5100    3.07    -2.69    157.96
626    109.3866900    23.7275280    509.8200    4.45    -2.15    164.27
627    109.3869600    23.7271290    509.3300    4.77    -2.82    167.88
628    109.3872400    23.7267610    508.3200    3.81    5.16    156.63
629    109.3874400    23.7263530    510.8200    8.69    -2.48    178.34
630    109.3877300    23.7259640    511.8700    2.73    7.28    162.64
631    109.3879800    23.7255780    511.3300    3.34    1.38    174.04
632    109.3882000    23.7251640    510.4700    3.55    -0.51    166.79
633    109.3884800    23.7247850    509.9300    5.21    7.05    171.14
634    109.3887600    23.7244000    510.1300    1.36    7.67    163.39
635    109.3889900    23.7239840    507.4000    9.65    -5.23    185.56
636    109.3892200    23.7235850    509.2300    0.39    5.75    146.97
637    109.3895000    23.7231880    508.6000    7.74    -0.10    177.34
638    109.3897300    23.7227710    513.2600    2.78    1.20    160.11
639    109.3900100    23.7223830    515.0500    4.80    -1.92    161.70
640    109.3902700    23.7219750    515.0000    2.02    0.95    160.11
641    109.3905200    23.7215880    515.9500    3.31    -0.19    163.64
642    109.3907900    23.7212010    517.0900    3.35    -3.57    153.53
643    109.3910500    23.7208180    511.8300    0.51    -2.98    151.43
644    109.3912800    23.7204090    511.0500    2.96    -3.80    168.09
645    109.3915300    23.7200030    510.6500    1.35    1.03    159.09
646    109.3918100    23.7196290    512.0300    1.97    -1.59    163.76
647    109.3920700    23.7192290    509.4000    0.92    1.52    162.32
648    109.3923600    23.7188360    506.2700    0.41    -1.61    161.08
649    109.3925900    23.7184350    505.6600    4.34    2.89    168.33
650    109.3928600    23.7180520    508.7300    5.15    5.75    173.10
651    109.3930900    23.7176380    508.1100    2.06    -4.03    158.30
652    109.3933400    23.7172430    510.5700    5.15    3.23    170.17
653    109.3936000    23.7168480    512.7000    1.83    -3.24    149.00
654    109.3938800    23.7164540    510.3500    2.72    -6.69    159.65
655    109.3941100    23.7160570    507.4200    3.70    -4.38    159.22
656    109.3943600    23.7156680    509.4700    7.37    0.32    171.44
657    109.3946100    23.7152730    510.5400    0.58    -0.73    147.70
658    109.3948800    23.7148910    509.3700    3.91    -7.37    162.63
659    109.3951300    23.7145060    506.9700    4.70    4.35    160.72
660    109.3953600    23.7141020    509.9900    6.52    -5.12    167.68
661    109.3956400    23.7137240    509.8800    -0.02    1.45    153.20
662    109.3958900    23.7133220    509.0400    5.30    -6.20    162.93
663    109.3962100    23.7129520    508.8500    2.08    8.71    165.05
664    109.3964300    23.7125510    508.3700    5.79    -8.25    172.16
665    109.3966800    23.7121620    510.5700    1.99    -1.62    158.12
666    109.3968900    23.7117480    511.6700    5.27    -3.01    170.38
667    109.3971700    23.7113700    511.8300    0.90    4.21    163.36
668    109.3974000    23.7109700    509.4400    0.78    -11.15    160.86
669    109.3976600    23.7105690    509.1700    4.68    6.29    172.09
670    109.3984100    23.7114090    510.2300    -0.85    -7.88    331.13
671    109.3981900    23.7118280    506.9200    1.21    -6.56    333.74
672    109.3979600    23.7122340    504.3000    1.74    -11.53    328.78
673    109.3976800    23.7126330    504.7000    2.31    2.24    327.65
674    109.3974300    23.7130410    506.3400    4.56    -1.90    333.23
675    109.3971900    23.7134460    508.4600    0.38    -6.95    312.58
676    109.3969300    23.7138330    508.2000    0.37    -9.11    305.76
677    109.3966400    23.7142450    506.4200    0.12    -4.91    310.90
678    109.3963600    23.7146680    506.6300    3.67    -1.22    323.99
679    109.3961300    23.7150550    507.7200    6.08    -7.31    329.00
680    109.3958900    23.7154600    505.6000    8.99    6.82    335.63
681    109.3956500    23.7158700    504.8000    10.44    -6.41    328.01
682    109.3953800    23.7162610    505.1600    5.45    -1.25    327.48
683    109.3951100    23.7166670    507.2300    6.70    -3.81    323.96
684    109.3948300    23.7170560    507.3300    3.22    1.16    320.18
685    109.3945300    23.7174470    506.9600    1.15    4.60    310.01
686    109.3942600    23.7178460    507.3600    2.76    -1.08    300.92
687    109.3939800    23.7182600    508.6400    4.68    -1.57    308.28
688    109.3937300    23.7186720    509.2700    3.86    0.59    307.69
689    109.3934700    23.7190840    509.3100    4.04    -3.31    308.69
690    109.3932200    23.7194860    509.8200    3.41    -2.62    319.17
691    109.3929700    23.7198890    509.4000    5.51    -3.42    326.26
692    109.3927300    23.7202950    508.2500    7.53    2.85    333.42
693    109.3924900    23.7206950    507.6100    6.24    -5.32    325.35
694    109.3921900    23.7210870    505.1300    6.93    7.30    331.30
695    109.3919100    23.7215000    506.3500    3.25    0.59    323.42
696    109.3916400    23.7219200    508.0200    4.17    -6.71    310.01
697    109.3913900    23.7223280    509.4600    2.70    -12.50    312.19
698    109.3911300    23.7227290    508.9100    6.38    -5.39    331.51
699    109.3908800    23.7231410    509.7000    6.30    -6.18    327.53
700    109.3906200    23.7235240    509.8400    0.19    5.64    317.83
701    109.3903500    23.7239150    508.8600    -0.41    3.73    307.90
702    109.3900800    23.7243180    508.5300    3.40    -4.23    306.31
703    109.3898200    23.7246970    509.0000    2.35    1.53    301.02
704    109.3895400    23.7250790    509.1500    4.31    5.65    311.79
705    109.3893100    23.7254750    508.0600    4.64    -4.87    317.18
706    109.3890800    23.7258780    506.2200    5.52    -3.30    327.57
707    109.3888200    23.7262900    505.8400    7.22    1.90    329.86
708    109.3885600    23.7267020    506.1700    8.07    3.67    335.17
709    109.3883000    23.7271180    505.5000    4.47    0.68    323.59
710    109.3880500    23.7275350    509.3800    8.12    -13.79    324.46
711    109.3877500    23.7279380    511.1800    2.29    12.75    318.46
712    109.3874800    23.7283500    511.4000    -1.72    -6.81    311.40
713    109.3872000    23.7287640    509.0200    0.28    -1.42    305.30
714    109.3869200    23.7291740    507.1500    0.01    -0.79    298.42
715    109.3866900    23.7295300    506.3900    2.41    -3.91    310.49
716    109.3864400    23.7299270    506.1500    3.75    -8.31    322.02
717    109.3861900    23.7303140    507.8800    9.41    -2.21    332.94
718    109.3858900    23.7307110    507.6500    4.68    11.51    330.26
719    109.3856300    23.7311290    506.4500    7.46    6.60    344.43
720    109.3866300    23.7318210    507.1100    2.35    7.28    151.75
721    109.3868800    23.7314280    508.7800    4.87    -1.36    174.80
722    109.3871600    23.7310370    508.0000    2.52    2.00    163.52
723    109.3873900    23.7306310    508.2900    2.63    -11.28    162.21
724    109.3876600    23.7302550    512.1900    2.27    5.41    161.96
725    109.3879500    23.7298760    506.8100    1.59    -3.01    168.06
726    109.3881800    23.7294690    505.3500    5.20    -4.30    166.29
727    109.3884300    23.7290800    507.3800    4.45    -5.17    162.13
728    109.3886900    23.7286800    508.6100    6.88    2.37    171.11
729    109.3889300    23.7282700    511.4300    4.32    -0.59    169.97
730    109.3892200    23.7279070    507.0000    5.28    7.47    178.81
731    109.3894100    23.7274860    508.8400    3.67    -10.26    158.22
732    109.3897100    23.7271060    506.6200    3.44    3.26    160.77
733    109.3899600    23.7267170    507.7400    6.12    0.28    173.80
734    109.3902100    23.7263160    508.9800    5.68    -9.53    157.25
735    109.3904800    23.7259290    510.1000    1.90    -3.70    160.59
736    109.3907300    23.7255380    507.9800    3.47    0.44    161.21
737    109.3909900    23.7251450    506.8200    3.14    -1.86    168.85
738    109.3912600    23.7247540    508.8000    3.07    4.24    159.07
739    109.3914700    23.7243520    513.0300    5.76    -3.20    171.04
740    109.3917300    23.7239610    511.3800    3.90    4.69    169.67
741    109.3919800    23.7235550    513.0900    1.32    -1.18    159.74
742    109.3922400    23.7231640    510.6900    -0.14    -5.67    150.79
743    109.3925100    23.7227710    508.5100    2.07    -4.36    167.69
744    109.3927300    23.7223680    506.2300    1.95    -1.19    158.21
745    109.3929800    23.7219830    506.5000    4.95    6.41    166.48
746    109.3932200    23.7215820    507.4800    2.36    -7.21    151.41
747    109.3935000    23.7212010    507.8700    7.40    2.49    159.76
748    109.3937700    23.7207970    511.1600    4.39    3.37    165.81
749    109.3940400    23.7204070    510.5100    3.83    0.72    166.23
750    109.3942800    23.7200150    509.1500    1.85    -4.47    154.85
751    109.3945500    23.7196100    506.1500    6.39    5.73    169.69
752    109.3948100    23.7192130    511.0700    4.50    -7.39    149.91
753    109.3950700    23.7188170    512.0100    5.07    -1.42    170.45
754    109.3953400    23.7184300    511.7700    2.41    7.88    166.77
755    109.3956000    23.7180310    507.8900    3.79    -2.55    170.15
756    109.3958700    23.7176400    509.4600    2.69    -1.84    157.10
757    109.3961300    23.7172510    507.9900    5.23    1.69    169.50
758    109.3963600    23.7168450    511.6000    4.86    4.65    168.20
759    109.3966100    23.7164400    510.3500    1.91    -7.36    162.19
760    109.3968900    23.7160400    507.4100    4.76    0.75    167.13
761    109.3971500    23.7156390    511.2500    6.68    -0.35    171.54
762    109.3974400    23.7152580    510.4700    5.11    8.28    178.92
763    109.3976700    23.7148460    511.4800    -0.09    -0.82    163.54
764    109.3979500    23.7144680    508.7700    2.15    0.00    157.53
765    109.3981700    23.7140620    509.7700    2.37    -5.30    155.17
766    109.3984200    23.7136690    509.1200    5.46    1.14    170.53
767    109.3986800    23.7132850    509.2300    2.88    5.80    167.20
768    109.3989500    23.7128850    510.6700    3.66    -2.95    170.01
769    109.3992100    23.7124860    512.0400    0.78    -1.83    157.35
770    109.3994600    23.7120900    510.7000    0.77    -7.45    165.78
771    109.3997000    23.7116740    509.6000    2.79    2.37    166.43
772    109.4004000    23.7125150    506.9200    3.36    -7.69    338.77
773    109.4001800    23.7129210    505.3800    5.42    -3.40    339.65
774    109.3999300    23.7133270    505.2800    8.01    -3.68    339.38
775    109.3997000    23.7137390    506.6600    1.52    -7.29    322.42
776    109.3994900    23.7141570    507.8200    1.50    -19.94    316.42
777    109.3992300    23.7145860    509.3300    1.53    -14.56    303.09
778    109.3989600    23.7149910    509.5300    0.82    -9.04    303.77
779    109.3987000    23.7153910    507.6500    0.23    -3.25    314.41
780    109.3984000    23.7158090    505.6800    5.20    -4.58    324.12
781    109.3981600    23.7162040    505.6500    8.02    -5.92    330.26
782    109.3979000    23.7165890    505.5600    5.70    -6.20    327.59
783    109.3976600    23.7169900    505.8400    2.90    -18.20    317.01
784    109.3973900    23.7173770    507.6100    1.82    -8.22    294.83
785    109.3971200    23.7177600    509.3800    5.16    -8.30    325.00
786    109.3968500    23.7181780    510.1200    6.18    0.00    336.61
787    109.3966100    23.7185990    510.8100    3.73    -11.96    321.85
788    109.3963400    23.7190020    511.1200    0.56    -6.00    314.63
789    109.3960700    23.7193910    511.3600    -0.31    0.38    306.86
790    109.3958300    23.7197900    510.0500    -0.34    -11.94    304.93
791    109.3955700    23.7201790    509.4600    0.31    -6.03    296.37
792    109.3953200    23.7205700    508.5600    0.01    -5.80    305.58
793    109.3950700    23.7209700    507.6400    0.87    -13.97    314.89
794    109.3948100    23.7213880    506.6600    -0.96    -5.71    315.07
795    109.3945500    23.7217750    503.3400    4.25    -1.82    325.48
796    109.3942600    23.7221530    501.6900    1.87    7.63    323.62
797    109.3939700    23.7225400    502.0300    1.26    1.36    324.96
798    109.3937000    23.7229500    502.5500    -0.22    1.43    317.43
799    109.3934500    23.7233370    502.4300    2.04    -9.12    308.95
800    109.3931800    23.7237240    504.0500    6.23    4.39    303.17
801    109.3929100    23.7241120    504.7000    7.73    0.47    329.95
802    109.3926500    23.7245370    505.5000    8.07    3.04    340.40
803    109.3924000    23.7249550    506.2500    8.21    -7.49    335.97
804    109.3921400    23.7253610    506.7500    5.00    -7.76    329.46
805    109.3918700    23.7257540    507.7500    1.59    -1.66    315.80
806    109.3916200    23.7261510    506.4800    0.83    -2.20    308.20
807    109.3913600    23.7265630    505.7100    3.54    -3.60    305.45
808    109.3911100    23.7269820    504.5300    4.24    -19.11    316.22
809    109.3908800    23.7273960    504.3100    4.00    -7.04    313.56
810    109.3905900    23.7277970    503.7500    4.92    -2.32    320.41
811    109.3903400    23.7281990    504.8300    8.80    -7.04    330.58
812    109.3900900    23.7285900    506.0000    7.76    -6.30    324.16
813    109.3898000    23.7289700    506.0400    4.41    5.10    326.55
814    109.3895200    23.7293820    508.3000    4.24    -3.01    330.83
815    109.3892900    23.7298130    509.3000    4.59    -14.90    323.98
816    109.3890300    23.7302000    509.0800    0.54    -2.34    301.30
817    109.3887600    23.7305810    506.5800    0.41    -9.28    309.33
818    109.3885000    23.7309760    503.6400    1.85    -1.86    317.94
819    109.3882200    23.7313790    502.3200    5.95    -0.04    324.24
820    109.3879800    23.7317870    503.0400    8.40    -3.62    330.49
821    109.3877400    23.7321870    504.4600    9.46    1.77    332.97
822    109.3874700    23.7326110    506.9400    5.84    -11.71    327.55
823    109.3885800    23.7330190    506.3900    3.84    -0.45    147.60
824    109.3888100    23.7326130    509.0500    2.98    -10.72    156.85
825    109.3890700    23.7322100    505.4200    5.62    6.42    165.54
826    109.3893100    23.7318040    507.3500    5.43    -1.97    158.24
827    109.3895600    23.7314110    507.7300    5.30    5.97    157.69
828    109.3898600    23.7310330    507.3800    5.51    4.77    163.85
829    109.3901100    23.7306290    507.2900    1.60    -4.05    156.29
830    109.3903700    23.7302470    508.7600    6.41    -4.62    160.20
831    109.3906400    23.7298560    508.8200    0.24    3.64    156.55
832    109.3908800    23.7294410    505.9300    7.89    -1.55    176.85
833    109.3911300    23.7290550    504.4100    1.21    -1.46    143.19
834    109.3914000    23.7286680    504.1300    8.65    1.70    170.62
835    109.3916500    23.7282640    506.9100    4.71    -9.55    149.56
836    109.3919200    23.7278790    505.7100    7.47    2.07    173.83
837    109.3922000    23.7274860    508.3800    3.93    3.63    162.58
838    109.3924600    23.7270950    511.8000    -0.24    -5.84    154.61
839    109.3927300    23.7267020    509.1100    2.02    -2.75    163.29
840    109.3929700    23.7262940    508.1700    1.88    0.80    165.76
841    109.3932600    23.7259010    507.1000    2.12    6.42    165.95
842    109.3935000    23.7255130    506.3100    0.97    -5.93    159.04
843    109.3937100    23.7251010    508.3700    5.24    -0.85    174.68
844    109.3939700    23.7247100    508.6700    -0.41    2.37    153.57
845    109.3942400    23.7243160    507.3900    3.98    -4.54    160.79
846    109.3945100    23.7239380    509.2800    2.61    3.27    162.86
847    109.3947700    23.7235430    507.5700    2.71    -5.85    160.44
848    109.3950200    23.7231410    507.6200    4.87    4.36    168.32
849    109.3952800    23.7227420    511.0700    3.15    -3.83    162.02
850    109.3955500    23.7223590    511.9800    1.78    -0.67    158.89
851    109.3957900    23.7219620    510.4800    3.94    3.86    172.72
852    109.3960400    23.7215750    509.6700    1.27    -5.46    152.45
853    109.3963000    23.7211820    507.8300    4.95    5.20    177.63
854    109.3965300    23.7207680    506.6600    0.80    0.99    158.94
855    109.3968100    23.7203880    503.6700    2.44    -0.29    162.91
856    109.3970600    23.7199760    505.6500    3.28    -0.82    154.73
857    109.3973200    23.7196010    507.2100    6.83    7.51    179.74
858    109.3975500    23.7192040    507.3100    0.84    -2.70    152.69
859    109.3978300    23.7188150    503.7900    6.11    -1.96    161.84
860    109.3980600    23.7184160    507.0300    6.95    -0.56    167.39
861    109.3983800    23.7180500    509.9600    3.06    -0.30    156.51
862    109.3986300    23.7176490    511.0300    2.12    -5.11    167.86
863    109.3989100    23.7172450    506.7400    0.38    5.76    166.57
864    109.3991400    23.7168640    507.2000    4.85    -6.19    163.49
865    109.3994100    23.7164820    504.4600    3.86    2.66    159.88
866    109.3996600    23.7160640    509.5300    6.33    -2.05    174.21
867    109.3998900    23.7156730    512.0700    1.04    -5.47    160.12
868    109.4001700    23.7152750    512.9800    1.96    -3.11    160.12
869    109.4004400    23.7148970    512.2800    3.13    -2.95    173.02
870    109.4006700    23.7144850    510.4900    1.27    -8.29    163.18
871    109.4009600    23.7141080    509.8400    -1.08    0.10    166.58
872    109.4011900    23.7137030    507.8300    0.67    -11.05    159.80
873    109.4014400    23.7133030    505.8800    2.60    -5.41    166.47
